DATE,COUNTRY,CPI,CPI_US,ER
2009M12,KOREA_REPUBLIC_OF,89.269,99.03396154,"1,166.13"
2010M01,KOREA_REPUBLIC_OF,89.974,99.37240748,"1,138.77"
2010M02,KOREA_REPUBLIC_OF,90.156,99.39717182,"1,156.83"
2010M03,KOREA_REPUBLIC_OF,90.338,99.80532479,"1,136.11"
2010M04,KOREA_REPUBLIC_OF,90.702,99.97867515,"1,115.71"
2010M05,KOREA_REPUBLIC_OF,90.793,100.0561784,"1,168.41"
2010M06,KOREA_REPUBLIC_OF,90.702,99.9584968,"1,212.50"
2010M07,KOREA_REPUBLIC_OF,90.884,99.97959235,"1,204.94"
2010M08,KOREA_REPUBLIC_OF,91.34,100.1176306,"1,179.99"
2010M09,KOREA_REPUBLIC_OF,92.068,100.1758727,"1,162.94"
2010M10,KOREA_REPUBLIC_OF,92.068,100.3006115,"1,122.23"
2010M11,KOREA_REPUBLIC_OF,91.613,100.3428026,"1,128.08"
2010M12,KOREA_REPUBLIC_OF,91.977,100.5152358,"1,146.23"
2011M01,KOREA_REPUBLIC_OF,93.07,100.994013,"1,119.43"
2011M02,KOREA_REPUBLIC_OF,93.707,101.4920513,"1,119.51"
2011M03,KOREA_REPUBLIC_OF,94.072,102.4817076,"1,120.45"
2011M04,KOREA_REPUBLIC_OF,94.163,103.1416314,"1,084.83"
2011M05,KOREA_REPUBLIC_OF,94.345,103.6268289,"1,084.05"
2011M06,KOREA_REPUBLIC_OF,94.527,103.515848,"1,080.87"
2011M07,KOREA_REPUBLIC_OF,94.982,103.6075678,"1,058.49"
2011M08,KOREA_REPUBLIC_OF,95.62,103.8932749,"1,074.05"
2011M09,KOREA_REPUBLIC_OF,95.529,104.0510329,"1,125.09"
2011M10,KOREA_REPUBLIC_OF,95.347,103.8364086,"1,150.25"
2011M11,KOREA_REPUBLIC_OF,95.438,103.7488162,"1,134.19"
2011M12,KOREA_REPUBLIC_OF,95.802,103.4929181,"1,148.30"
2012M01,KOREA_REPUBLIC_OF,96.184,103.9483067,"1,144.56"
2012M02,KOREA_REPUBLIC_OF,96.549,104.4059884,"1,122.94"
2012M03,KOREA_REPUBLIC_OF,96.576,105.1989058,"1,126.94"
2012M04,KOREA_REPUBLIC_OF,96.567,105.5167148,"1,135.41"
2012M05,KOREA_REPUBLIC_OF,96.74,105.3928931,"1,157.07"
2012M06,KOREA_REPUBLIC_OF,96.603,105.2383453,"1,163.61"
2012M07,KOREA_REPUBLIC_OF,96.385,105.0668293,"1,142.33"
2012M08,KOREA_REPUBLIC_OF,96.831,105.6515428,"1,132.06"
2012M09,KOREA_REPUBLIC_OF,97.523,106.1229825,"1,123.67"
2012M10,KOREA_REPUBLIC_OF,97.341,106.0817086,"1,105.49"
2012M11,KOREA_REPUBLIC_OF,96.995,105.5790842,"1,087.15"
2012M12,KOREA_REPUBLIC_OF,97.168,105.2947529,"1,076.42"
2013M01,KOREA_REPUBLIC_OF,97.751,105.6061416,"1,066.54"
2013M02,KOREA_REPUBLIC_OF,98.078,106.471059,"1,086.06"
2013M03,KOREA_REPUBLIC_OF,97.987,106.7494285,"1,103.81"
2013M04,KOREA_REPUBLIC_OF,97.851,106.6384476,"1,121.10"
2013M05,KOREA_REPUBLIC_OF,97.851,106.8283075,"1,112.10"
2013M06,KOREA_REPUBLIC_OF,97.732,107.0846642,"1,136.59"
2013M07,KOREA_REPUBLIC_OF,97.942,107.1268553,"1,126.60"
2013M08,KOREA_REPUBLIC_OF,98.288,107.2557216,"1,116.16"
2013M09,KOREA_REPUBLIC_OF,98.479,107.3804605,"1,084.79"
2013M10,KOREA_REPUBLIC_OF,98.179,107.1039254,"1,065.74"
2013M11,KOREA_REPUBLIC_OF,98.16,106.8851737,"1,062.69"
2013M12,KOREA_REPUBLIC_OF,98.279,106.8760018,"1,056.06"
2014M01,KOREA_REPUBLIC_OF,98.807,107.2736069,"1,065.80"
2014M02,KOREA_REPUBLIC_OF,99.071,107.6702949,"1,070.97"
2014M03,KOREA_REPUBLIC_OF,99.253,108.3636964,"1,070.69"
2014M04,KOREA_REPUBLIC_OF,99.317,108.7209449,"1,042.75"
2014M05,KOREA_REPUBLIC_OF,99.481,109.1006647,"1,023.99"
2014M06,KOREA_REPUBLIC_OF,99.353,109.303824,"1,018.70"
2014M07,KOREA_REPUBLIC_OF,99.499,109.2611743,"1,020.60"
2014M08,KOREA_REPUBLIC_OF,99.672,109.078652,"1,024.61"
2014M09,KOREA_REPUBLIC_OF,99.608,109.1607412,"1,035.80"
2014M10,KOREA_REPUBLIC_OF,99.308,108.8864991,"1,060.91"
2014M11,KOREA_REPUBLIC_OF,99.108,108.2985754,"1,097.11"
2014M12,KOREA_REPUBLIC_OF,99.098,107.6845115,"1,103.60"
2015M01,KOREA_REPUBLIC_OF,99.77,107.1777598,"1,088.48"
2015M02,KOREA_REPUBLIC_OF,99.71,107.6432376,"1,098.38"
2015M03,KOREA_REPUBLIC_OF,99.72,108.2839002,"1,113.05"
2015M04,KOREA_REPUBLIC_OF,99.75,108.5040276,"1,085.90"
2015M05,KOREA_REPUBLIC_OF,100.03,109.0570978,"1,093.03"
2015M06,KOREA_REPUBLIC_OF,100.05,109.4391107,"1,112.44"
2015M07,KOREA_REPUBLIC_OF,100.23,109.4464483,"1,146.16"
2015M08,KOREA_REPUBLIC_OF,100.37,109.2914419,"1,180.04"
2015M09,KOREA_REPUBLIC_OF,100.11,109.1213017,"1,185.06"
2015M10,KOREA_REPUBLIC_OF,100.11,109.0722316,"1,144.80"
2015M11,KOREA_REPUBLIC_OF,99.92,108.842015,"1,153.35"
2015M12,KOREA_REPUBLIC_OF,100.22,108.4700913,"1,173.20"
2016M01,KOREA_REPUBLIC_OF,100.39,108.6494035,"1,203.79"
2016M02,KOREA_REPUBLIC_OF,100.82,108.7388303,"1,220.45"
2016M03,KOREA_REPUBLIC_OF,100.56,109.2070597,"1,182.15"
2016M04,KOREA_REPUBLIC_OF,100.75,109.7248178,"1,146.71"
2016M05,KOREA_REPUBLIC_OF,100.81,110.1687414,"1,174.58"
2016M06,KOREA_REPUBLIC_OF,100.79,110.5305759,"1,168.36"
2016M07,KOREA_REPUBLIC_OF,100.6,110.3517224,"1,141.70"
2016M08,KOREA_REPUBLIC_OF,100.86,110.4530727,"1,111.68"
2016M09,KOREA_REPUBLIC_OF,101.46,110.7186015,"1,106.77"
2016M10,KOREA_REPUBLIC_OF,101.6,110.8566397,"1,125.78"
2016M11,KOREA_REPUBLIC_OF,101.45,110.6842065,"1,159.94"
2016M12,KOREA_REPUBLIC_OF,101.56,110.7204359,"1,183.30"
2017M01,KOREA_REPUBLIC_OF,102.64,111.3656844,"1,182.24"
2017M02,KOREA_REPUBLIC_OF,102.92,111.7160539,"1,143.36"
2017M03,KOREA_REPUBLIC_OF,102.85,111.8068565,"1,133.95"
2017M04,KOREA_REPUBLIC_OF,102.72,112.1384235,"1,133.57"
2017M05,KOREA_REPUBLIC_OF,102.83,112.2342706,"1,124.65"
2017M06,KOREA_REPUBLIC_OF,102.61,112.3360796,"1,131.62"
2017M07,KOREA_REPUBLIC_OF,102.78,112.2585764,"1,133.13"
2017M08,KOREA_REPUBLIC_OF,103.37,112.5947293,"1,131.40"
2017M09,KOREA_REPUBLIC_OF,103.49,113.1909078,"1,132.93"
2017M10,KOREA_REPUBLIC_OF,103.39,113.1193664,"1,129.48"
2017M11,KOREA_REPUBLIC_OF,102.62,113.122118,"1,102.82"
2017M12,KOREA_REPUBLIC_OF,102.99,113.0556212,"1,085.95"
2018M01,KOREA_REPUBLIC_OF,103.42,113.6715194,"1,066.54"
2018M02,KOREA_REPUBLIC_OF,104.21,114.1869845,"1,080.70"
2018M03,KOREA_REPUBLIC_OF,104.1,114.4451757,"1,071.21"
2018M04,KOREA_REPUBLIC_OF,104.29,114.9001057,"1,068.05"
2018M05,KOREA_REPUBLIC_OF,104.34,115.3779657,"1,077.05"
2018M06,KOREA_REPUBLIC_OF,104.13,115.5618638,"1,095.96"
2018M07,KOREA_REPUBLIC_OF,103.93,115.56966,"1,123.05"
2018M08,KOREA_REPUBLIC_OF,104.85,115.6338639,"1,120.96"
2018M09,KOREA_REPUBLIC_OF,105.65,115.7682333,"1,120.19"
2018M10,KOREA_REPUBLIC_OF,105.46,115.9727684,"1,132.78"
2018M11,KOREA_REPUBLIC_OF,104.71,115.5843352,"1,127.55"
2018M12,KOREA_REPUBLIC_OF,104.35,115.2151631,"1,122.65"
2019M01,KOREA_REPUBLIC_OF,104.24,115.434832,"1,121.72"
2019M02,KOREA_REPUBLIC_OF,104.69,115.9227811,"1,123.66"
2019M03,KOREA_REPUBLIC_OF,104.49,116.5767431,"1,131.88"
2019M04,KOREA_REPUBLIC_OF,104.87,117.1940171,"1,142.79"
2019M05,KOREA_REPUBLIC_OF,105.05,117.4434949,"1,184.93"
1993M01,MEXICO,12.97732,65.39619501,3.11
1993M02,MEXICO,13.08335,65.62549443,3.1
1993M03,MEXICO,13.15959,65.85479385,3.11
1993M04,MEXICO,13.23548,66.03823339,3.1
1993M05,MEXICO,13.31114,66.12995315,3.12
1993M06,MEXICO,13.3858,66.22167292,3.12
1993M07,MEXICO,13.45012,66.22167292,3.12
1993M08,MEXICO,13.52211,66.40511246,3.11
1993M09,MEXICO,13.62226,66.54269211,3.11
1993M10,MEXICO,13.67797,66.81785142,3.11
1993M11,MEXICO,13.7383,66.8637113,3.16
1993M12,MEXICO,13.84305,66.8637113,3.11
1994M01,MEXICO,13.95037,67.04715084,3.11
1994M02,MEXICO,14.02212,67.27645026,3.11
1994M03,MEXICO,14.09422,67.50574968,3.28
1994M04,MEXICO,14.16325,67.59746945,3.35
1994M05,MEXICO,14.23168,67.64332934,3.31
1994M06,MEXICO,14.30289,67.87262876,3.36
1994M07,MEXICO,14.36633,68.05606829,3.4
1994M08,MEXICO,14.43329,68.3312276,3.38
1994M09,MEXICO,14.53594,68.51466714,3.4
1994M10,MEXICO,14.61225,68.56052702,3.42
1994M11,MEXICO,14.69036,68.65224679,3.44
1994M12,MEXICO,14.8192,68.65224679,3.93
1995M01,MEXICO,15.37699,68.9274061,5.51
1995M02,MEXICO,16.02871,69.2025654,5.69
1995M03,MEXICO,16.97362,69.43186482,6.7
1995M04,MEXICO,18.32613,69.66116424,6.3
1995M05,MEXICO,19.09209,69.7987439,5.96
1995M06,MEXICO,19.69802,69.93632355,6.22
1995M07,MEXICO,20.09959,69.93632355,6.14
1995M08,MEXICO,20.43298,70.11976309,6.19
1995M09,MEXICO,20.85564,70.25734274,6.3
1995M10,MEXICO,21.28476,70.48664216,6.69
1995M11,MEXICO,21.80961,70.44078228,7.66
1995M12,MEXICO,22.52017,70.39492239,7.66
1996M01,MEXICO,23.32975,70.80766135,7.5
1996M02,MEXICO,23.87426,71.03696077,7.5
1996M03,MEXICO,24.39983,71.40383985,7.57
1996M04,MEXICO,25.09345,71.67899915,7.47
1996M05,MEXICO,25.55084,71.81657881,7.43
1996M06,MEXICO,25.9669,71.86243869,7.54
1996M07,MEXICO,26.33603,72.00001834,7.62
1996M08,MEXICO,26.68607,72.137598,7.51
1996M09,MEXICO,27.11275,72.36689742,7.54
1996M10,MEXICO,27.45117,72.59619684,7.69
1996M11,MEXICO,27.86708,72.73377649,7.92
1996M12,MEXICO,28.75934,72.73377649,7.88
1997M01,MEXICO,29.49889,72.96307591,7.83
1997M02,MEXICO,29.9946,73.19237534,7.79
1997M03,MEXICO,30.36789,73.37581487,7.96
1997M04,MEXICO,30.69597,73.46753464,7.9
1997M05,MEXICO,30.97612,73.42167476,7.91
1997M06,MEXICO,31.25096,73.51339453,7.95
1997M07,MEXICO,31.52321,73.60511429,7.89
1997M08,MEXICO,31.8035,73.74269395,7.78
1997M09,MEXICO,32.19961,73.92613348,7.78
1997M10,MEXICO,32.45694,74.10957302,7.81
1997M11,MEXICO,32.82004,74.06371314,8.28
1997M12,MEXICO,33.27987,73.97199337,8.14
1998M01,MEXICO,34.00393,74.10957302,8.18
1998M02,MEXICO,34.59924,74.24715267,8.49
1998M03,MEXICO,35.00453,74.38473233,8.57
1998M04,MEXICO,35.33204,74.52231198,8.5
1998M05,MEXICO,35.61348,74.65989163,8.56
1998M06,MEXICO,36.03442,74.7516114,8.9
1998M07,MEXICO,36.38188,74.84333117,8.9
1998M08,MEXICO,36.73163,74.93505094,9.26
1998M09,MEXICO,37.32738,75.02677071,10.22
1998M10,MEXICO,37.86227,75.21021024,10.15
1998M11,MEXICO,38.53279,75.21021024,9.99
1998M12,MEXICO,39.47297,75.16435036,9.91
1999M01,MEXICO,40.46977,75.3477899,10.11
1999M02,MEXICO,41.01364,75.43950967,10.02
1999M03,MEXICO,41.39468,75.66880909,9.77
1999M04,MEXICO,41.77458,76.2191277,9.45
1999M05,MEXICO,42.02588,76.2191277,9.36
1999M06,MEXICO,42.30201,76.2191277,9.54
1999M07,MEXICO,42.58158,76.44842712,9.37
1999M08,MEXICO,42.82125,76.63186666,9.4
1999M09,MEXICO,43.23502,76.99874573,9.34
1999M10,MEXICO,43.50885,77.13632539,9.54
1999M11,MEXICO,43.89577,77.18218527,9.42
1999M12,MEXICO,44.33552,77.18218527,9.41
2000M01,MEXICO,44.93083,77.41148469,9.48
2000M02,MEXICO,45.32938,77.87008353,9.45
2000M03,MEXICO,45.58068,78.51212191,9.3
2000M04,MEXICO,45.84002,78.5579818,9.37
2000M05,MEXICO,46.01138,78.64970157,9.51
2000M06,MEXICO,46.28392,79.06244053,9.8
2000M07,MEXICO,46.46447,79.24588006,9.47
2000M08,MEXICO,46.71978,79.24588006,9.28
2000M09,MEXICO,47.06107,79.65861902,9.33
2000M10,MEXICO,47.38514,79.79619867,9.52
2000M11,MEXICO,47.79029,79.84205856,9.52
2000M12,MEXICO,48.30767,79.79619867,9.44
2001M01,MEXICO,48.57548,80.3006574,9.77
2001M02,MEXICO,48.54333,80.62167659,9.7
2001M03,MEXICO,48.85089,80.80511613,9.62
2001M04,MEXICO,49.09731,81.12613532,9.35
2001M05,MEXICO,49.20997,81.49301439,9.15
2001M06,MEXICO,49.32636,81.63059405,9.1
2001M07,MEXICO,49.1982,81.40129462,9.16
2001M08,MEXICO,49.48969,81.40129462,9.13
2001M09,MEXICO,49.95038,81.7681737,9.38
2001M10,MEXICO,50.17614,81.49301439,9.37
2001M11,MEXICO,50.36515,81.35543474,9.22
2001M12,MEXICO,50.4349,81.03441555,9.17
2002M01,MEXICO,50.90047,81.21785509,9.16
2002M02,MEXICO,50.86775,81.53887428,9.11
2002M03,MEXICO,51.12795,81.99747312,9.08
2002M04,MEXICO,51.40723,82.45607196,9.13
2002M05,MEXICO,51.51143,82.45607196,9.49
2002M06,MEXICO,51.76258,82.50193185,9.74
2002M07,MEXICO,51.91118,82.59365162,9.8
2002M08,MEXICO,52.10856,82.86881092,9.83
2002M09,MEXICO,52.42198,83.00639057,10.04
2002M10,MEXICO,52.65303,83.14397023,10.1
2002M11,MEXICO,53.07888,83.14397023,10.2
2002M12,MEXICO,53.30993,82.96053069,10.2
2003M01,MEXICO,53.52544,83.32740976,10.58
2003M02,MEXICO,53.67412,83.96944815,10.92
2003M03,MEXICO,54.01293,84.47390687,10.94
2003M04,MEXICO,54.10514,84.29046734,10.63
2003M05,MEXICO,53.93056,84.15288768,10.25
2003M06,MEXICO,53.97511,84.24460745,10.5
2003M07,MEXICO,54.05334,84.33632722,10.44
2003M08,MEXICO,54.21549,84.65734641,10.73
2003M09,MEXICO,54.53824,84.93250572,10.93
2003M10,MEXICO,54.73821,84.84078595,11.17
2003M11,MEXICO,55.19254,84.61148653,11.11
2003M12,MEXICO,55.42981,84.51976676,11.26
2004M01,MEXICO,55.77432,84.93250572,10.93
2004M02,MEXICO,56.10794,85.39110456,11.01
2004M03,MEXICO,56.29807,85.94142317,11
2004M04,MEXICO,56.38303,86.21658248,11.25
2004M05,MEXICO,56.2416,86.7210412,11.51
2004M06,MEXICO,56.33175,86.99620051,11.38
2004M07,MEXICO,56.47939,86.85862086,11.47
2004M08,MEXICO,56.82804,86.90448074,11.4
2004M09,MEXICO,57.29792,87.08792028,11.49
2004M10,MEXICO,57.69475,87.54651912,11.39
2004M11,MEXICO,58.1869,87.592379,11.39
2004M12,MEXICO,58.30709,87.27135981,11.21
2005M01,MEXICO,58.30916,87.45479935,11.26
2005M02,MEXICO,58.50343,87.95925808,11.15
2005M03,MEXICO,58.76712,88.64715634,11.13
2005M04,MEXICO,58.97641,89.24333484,11.13
2005M05,MEXICO,58.82825,89.15161507,10.99
2005M06,MEXICO,58.77178,89.19747495,10.83
2005M07,MEXICO,59.0018,89.61021391,10.69
2005M08,MEXICO,59.07225,90.06881276,10.67
2005M09,MEXICO,59.30901,91.16944998,10.78
2005M10,MEXICO,59.45458,91.35288952,10.83
2005M11,MEXICO,59.88249,90.61913137,10.69
2005M12,MEXICO,60.25031,90.25225229,10.62
2006M01,MEXICO,60.60363,90.94015056,10.57
2006M02,MEXICO,60.69636,91.1235901,10.48
2006M03,MEXICO,60.77251,91.62804882,10.71
2006M04,MEXICO,60.86162,92.40766686,11.02
2006M05,MEXICO,60.59068,92.8662657,11.08
2006M06,MEXICO,60.643,93.04970524,11.39
2006M07,MEXICO,60.80929,93.32486454,11.03
2006M08,MEXICO,61.11961,93.50830408,10.87
2006M09,MEXICO,61.73661,93.04970524,10.97
2006M10,MEXICO,62.00652,92.54524651,10.92
2006M11,MEXICO,62.33186,92.40766686,10.89
2006M12,MEXICO,62.69242,92.54524651,10.87
2007M01,MEXICO,63.01621,92.8277434,10.93
2007M02,MEXICO,63.19235,93.32440594,10.99
2007M03,MEXICO,63.32911,94.1741896,11.13
2007M04,MEXICO,63.29129,94.78596046,10.99
2007M05,MEXICO,62.98253,95.36517079,10.83
2007M06,MEXICO,63.05817,95.54998613,10.83
2007M07,MEXICO,63.326,95.52568039,10.8
2007M08,MEXICO,63.584,95.35049563,11.04
2007M09,MEXICO,64.07771,95.61327277,11.05
2007M10,MEXICO,64.32741,95.81780785,10.84
2007M11,MEXICO,64.78122,96.38692902,10.87
2007M12,MEXICO,65.04906,96.32226658,10.85
2008M01,MEXICO,65.35056,96.80104377,10.92
2008M02,MEXICO,65.54484,97.08216486,10.78
2008M03,MEXICO,66.01989,97.92369374,10.73
2008M04,MEXICO,66.17013,98.51757924,10.53
2008M05,MEXICO,66.09863,99.34718455,10.45
2008M06,MEXICO,66.37217,100.3483058,10.33
2008M07,MEXICO,66.74206,100.8752359,10.24
2008M08,MEXICO,67.12749,100.4725861,10.09
2008M09,MEXICO,67.58494,100.3336307,10.57
2008M10,MEXICO,68.04549,99.32012722,12.47
2008M11,MEXICO,68.81894,97.41785921,13.06
2008M12,MEXICO,69.29556,96.41031756,13.37
2009M01,MEXICO,69.45615,96.8299355,13.85
2009M02,MEXICO,69.6095,97.31146428,14.52
2009M03,MEXICO,70.00995,97.54810129,14.74
2009M04,MEXICO,70.25499,97.79161727,13.49
2009M05,MEXICO,70.05036,98.07411416,13.22
2009M06,MEXICO,70.17935,98.91656023,13.34
2009M07,MEXICO,70.37051,98.75971943,13.36
2009M08,MEXICO,70.53889,98.98122267,13
2009M09,MEXICO,70.89272,99.04313351,13.4
2009M10,MEXICO,71.10719,99.13852207,13.26
2009M11,MEXICO,71.47604,99.2086877,13.13
2009M12,MEXICO,71.77186,99.03396154,12.85
2010M01,MEXICO,72.55205,99.37240748,12.81
2010M02,MEXICO,72.97167,99.39717182,12.96
2010M03,MEXICO,73.48972,99.80532479,12.61
2010M04,MEXICO,73.25556,99.97867515,12.24
2010M05,MEXICO,72.79398,100.0561784,12.68
2010M06,MEXICO,72.77119,99.9584968,12.72
2010M07,MEXICO,72.92919,99.97959235,12.83
2010M08,MEXICO,73.13175,100.1176306,12.73
2010M09,MEXICO,73.51511,100.1758727,12.86
2010M10,MEXICO,73.96893,100.3006115,12.45
2010M11,MEXICO,74.56158,100.3428026,12.33
2010M12,MEXICO,74.93095,100.5152358,12.4
2011M01,MEXICO,75.29599,100.994013,12.15
2011M02,MEXICO,75.57846,101.4920513,12.07
2011M03,MEXICO,75.72345,102.4817076,12.02
2011M04,MEXICO,75.71744,103.1416314,11.76
2011M05,MEXICO,75.15926,103.6268289,11.65
2011M06,MEXICO,75.15551,103.515848,11.79
2011M07,MEXICO,75.51611,103.6075678,11.68
2011M08,MEXICO,75.63555,103.8932749,12.17
2011M09,MEXICO,75.82111,104.0510329,12.93
2011M10,MEXICO,76.33271,103.8364086,13.48
2011M11,MEXICO,77.15833,103.7488162,13.64
2011M12,MEXICO,77.79239,103.4929181,13.75
2012M01,MEXICO,78.34305,103.9483067,13.5
2012M02,MEXICO,78.50231,104.4059884,12.8
2012M03,MEXICO,78.54739,105.1989058,12.76
2012M04,MEXICO,78.30098,105.5167148,13.05
2012M05,MEXICO,78.05382,105.3928931,13.56
2012M06,MEXICO,78.41367,105.2383453,13.98
2012M07,MEXICO,78.8539,105.0668293,13.39
2012M08,MEXICO,79.09054,105.6515428,13.18
2012M09,MEXICO,79.43912,106.1229825,12.99
2012M10,MEXICO,79.84103,106.0817086,12.87
2012M11,MEXICO,80.38344,105.5790842,13.09
2012M12,MEXICO,80.56824,105.2947529,12.87
2013M01,MEXICO,80.89278,105.6061416,12.72
2013M02,MEXICO,81.29094,106.471059,12.71
2013M03,MEXICO,81.88744,106.7494285,12.57
2013M04,MEXICO,81.94152,106.6384476,12.22
2013M05,MEXICO,81.66882,106.8283075,12.25
2013M06,MEXICO,81.61924,107.0846642,12.94
2013M07,MEXICO,81.59219,107.1268553,12.79
2013M08,MEXICO,81.82433,107.2557216,12.87
2013M09,MEXICO,82.13234,107.3804605,13.09
2013M10,MEXICO,82.52299,107.1039254,13.02
2013M11,MEXICO,83.29227,106.8851737,13.06
2013M12,MEXICO,83.77006,106.8760018,13.01
2014M01,MEXICO,84.51905,107.2736069,13.2
2014M02,MEXICO,84.73315,107.6702949,13.29
2014M03,MEXICO,84.96529,108.3636964,13.22
2014M04,MEXICO,84.80678,108.7209449,13.07
2014M05,MEXICO,84.53558,109.1006647,12.95
2014M06,MEXICO,84.68208,109.303824,12.98
2014M07,MEXICO,84.91496,109.2611743,12.97
2014M08,MEXICO,85.21996,109.078652,13.15
2014M09,MEXICO,85.59634,109.1607412,13.2
2014M10,MEXICO,86.06963,108.8864991,13.48
2014M11,MEXICO,86.76378,108.2985754,13.58
2014M12,MEXICO,87.18898,107.6845115,14.43
2015M01,MEXICO,87.1101,107.1777598,14.68
2015M02,MEXICO,87.27538,107.6432376,14.92
2015M03,MEXICO,87.63071,108.2839002,15.2
2015M04,MEXICO,87.40384,108.5040276,15.22
2015M05,MEXICO,86.96737,109.0570978,15.26
2015M06,MEXICO,87.11311,109.4391107,15.46
2015M07,MEXICO,87.24082,109.4464483,15.89
2015M08,MEXICO,87.42487,109.2914419,16.49
2015M09,MEXICO,87.75242,109.1213017,16.84
2015M10,MEXICO,88.20392,109.0722316,16.6
2015M11,MEXICO,88.68547,108.842015,16.63
2015M12,MEXICO,89.04681,108.4700913,17
2016M01,MEXICO,89.38638,108.6494035,17.98
2016M02,MEXICO,89.77778,108.7388303,18.48
2016M03,MEXICO,89.91,109.2070597,17.74
2016M04,MEXICO,89.62527,109.7248178,17.49
2016M05,MEXICO,89.22562,110.1687414,18.04
2016M06,MEXICO,89.32403,110.5305759,18.65
2016M07,MEXICO,89.55692,110.3517224,18.57
2016M08,MEXICO,89.80933,110.4530727,18.48
2016M09,MEXICO,90.35774,110.7186015,19.14
2016M10,MEXICO,90.90615,110.8566397,18.95
2016M11,MEXICO,91.61684,110.6842065,19.94
2016M12,MEXICO,92.03903,110.7204359,20.51
2017M01,MEXICO,93.60388,111.3656844,21.37
2017M02,MEXICO,94.14478,111.7160539,20.38
2017M03,MEXICO,94.72249,111.8068565,19.41
2017M04,MEXICO,94.83894,112.1384235,18.76
2017M05,MEXICO,94.72549,112.2342706,18.79
2017M06,MEXICO,94.96364,112.3360796,18.19
2017M07,MEXICO,95.32274,112.2585764,17.85
2017M08,MEXICO,95.79377,112.5947293,17.81
2017M09,MEXICO,96.09351,113.1909078,17.8
2017M10,MEXICO,96.69827,113.1193664,18.72
2017M11,MEXICO,97.69518,113.122118,18.98
2017M12,MEXICO,98.27288,113.0556212,19.06
2018M01,MEXICO,98.795,113.6715194,19
2018M02,MEXICO,99.17137,114.1869845,18.63
2018M03,MEXICO,99.49216,114.4451757,18.68
2018M04,MEXICO,99.15485,114.9001057,18.35
2018M05,MEXICO,98.99408,115.3779657,19.49
2018M06,MEXICO,99.37646,115.5618638,20.31
2018M07,MEXICO,99.9091,115.56966,19.12
2018M08,MEXICO,100.492,115.6338639,18.81
2018M09,MEXICO,100.917,115.7682333,19.05
2018M10,MEXICO,101.44,115.9727684,19.06
2018M11,MEXICO,102.303,115.5843352,20.25
2018M12,MEXICO,103.02,115.2151631,20.18
2019M01,MEXICO,103.108,115.434832,19.22
2019M02,MEXICO,103.079,115.9227811,19.19
2019M03,MEXICO,103.476,116.5767431,19.23
2019M04,MEXICO,103.531,117.1940171,19.02
2019M05,MEXICO,103.233,117.4434949,19.09
1993M01,UNITED_KINGDOM,62.4,65.39619501,0.65
1993M02,UNITED_KINGDOM,62.7,65.62549443,0.7
1993M03,UNITED_KINGDOM,63,65.85479385,0.68
1993M04,UNITED_KINGDOM,63.4,66.03823339,0.65
1993M05,UNITED_KINGDOM,63.6,66.12995315,0.65
1993M06,UNITED_KINGDOM,63.6,66.22167292,0.66
1993M07,UNITED_KINGDOM,63.4,66.22167292,0.67
1993M08,UNITED_KINGDOM,63.7,66.40511246,0.67
1993M09,UNITED_KINGDOM,64,66.54269211,0.66
1993M10,UNITED_KINGDOM,64,66.81785142,0.67
1993M11,UNITED_KINGDOM,63.8,66.8637113,0.68
1993M12,UNITED_KINGDOM,64,66.8637113,0.67
1994M01,UNITED_KINGDOM,64,67.04715084,0.67
1994M02,UNITED_KINGDOM,64.2,67.27645026,0.68
1994M03,UNITED_KINGDOM,64.4,67.50574968,0.67
1994M04,UNITED_KINGDOM,64.9,67.59746945,0.67
1994M05,UNITED_KINGDOM,65.1,67.64332934,0.67
1994M06,UNITED_KINGDOM,65.1,67.87262876,0.66
1994M07,UNITED_KINGDOM,64.7,68.05606829,0.65
1994M08,UNITED_KINGDOM,65.1,68.3312276,0.65
1994M09,UNITED_KINGDOM,65.2,68.51466714,0.64
1994M10,UNITED_KINGDOM,65.1,68.56052702,0.62
1994M11,UNITED_KINGDOM,65.2,68.65224679,0.63
1994M12,UNITED_KINGDOM,65.5,68.65224679,0.64
1995M01,UNITED_KINGDOM,65.5,68.9274061,0.64
1995M02,UNITED_KINGDOM,65.7,69.2025654,0.64
1995M03,UNITED_KINGDOM,66,69.43186482,0.62
1995M04,UNITED_KINGDOM,66.4,69.66116424,0.62
1995M05,UNITED_KINGDOM,66.7,69.7987439,0.63
1995M06,UNITED_KINGDOM,66.8,69.93632355,0.63
1995M07,UNITED_KINGDOM,66.6,69.93632355,0.63
1995M08,UNITED_KINGDOM,66.9,70.11976309,0.64
1995M09,UNITED_KINGDOM,67.2,70.25734274,0.64
1995M10,UNITED_KINGDOM,67.1,70.48664216,0.63
1995M11,UNITED_KINGDOM,67.1,70.44078228,0.64
1995M12,UNITED_KINGDOM,67.5,70.39492239,0.65
1996M01,UNITED_KINGDOM,67.4,70.80766135,0.65
1996M02,UNITED_KINGDOM,67.7,71.03696077,0.65
1996M03,UNITED_KINGDOM,67.9,71.40383985,0.65
1996M04,UNITED_KINGDOM,68.3,71.67899915,0.66
1996M05,UNITED_KINGDOM,68.6,71.81657881,0.66
1996M06,UNITED_KINGDOM,68.7,71.86243869,0.65
1996M07,UNITED_KINGDOM,68.3,72.00001834,0.64
